"taskId","providerId","name","priority","region","city","address","phone","website","missingFields","source","sourceQuality","importSource","reviewReason","suggestedSearches"
"gp-corroborate:gp-riverton-medical-centre-46-3497-168-0166","gp-riverton-medical-centre-46-3497-168-0166","Riverton Medical Centre","medium","Southland","Riverton","104 Palmerston Street, Riverton, Southland 9822","(03) 234 8290","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Riverton Medical Centre"" ""Riverton"" GP NZ; ""Riverton Medical Centre"" ""104 Palmerston Street, Riverton, Southland 9822""; ""(03) 234 8290"" ""Riverton Medical Centre""; site:healthpoint.co.nz ""Riverton Medical Centre"" ""Riverton""; site:health.govt.nz ""Riverton Medical Centre"" ""Riverton""; ""Riverton Medical Centre"" ""Riverton"" ""medical centre"" NZ"
"gp-corroborate:gp-city-medical-centre-gisborne-38-6645-178-0226","gp-city-medical-centre-gisborne-38-6645-178-0226","City Medical Centre Gisborne","medium","Tairawhiti","Gisborne","134 Derby Street, Gisborne 4010","(06) 868 6104","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""City Medical Centre Gisborne"" ""Gisborne"" GP NZ; ""City Medical Centre Gisborne"" ""134 Derby Street, Gisborne 4010""; ""(06) 868 6104"" ""City Medical Centre Gisborne""; site:healthpoint.co.nz ""City Medical Centre Gisborne"" ""Gisborne""; site:health.govt.nz ""City Medical Centre Gisborne"" ""Gisborne""; ""City Medical Centre Gisborne"" ""Gisborne"" ""medical centre"" NZ"
"gp-corroborate:gp-de-lautour-medical-38-6683-178-0475","gp-de-lautour-medical-38-6683-178-0475","De Lautour Medical","medium","Tairawhiti","Gisborne","1 Turenne Street, Inner Kaiti, Gisborne 4010","(06) 867 4144","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""De Lautour Medical"" ""Gisborne"" GP NZ; ""De Lautour Medical"" ""1 Turenne Street, Inner Kaiti, Gisborne 4010""; ""(06) 867 4144"" ""De Lautour Medical""; site:healthpoint.co.nz ""De Lautour Medical"" ""Gisborne""; site:health.govt.nz ""De Lautour Medical"" ""Gisborne""; ""De Lautour Medical"" ""Gisborne"" ""medical centre"" NZ"
"gp-corroborate:gp-te-puhi-kai-ti-community-health-centre-38-6741-178-0511","gp-te-puhi-kai-ti-community-health-centre-38-6741-178-0511","Te Puhi Kai-ti Community Health Centre","medium","Tairawhiti","Gisborne","75 Huxley Road, Outer Kaiti, Gisborne 4020","(06) 867 8550","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Te Puhi Kai-ti Community Health Centre"" ""Gisborne"" GP NZ; ""Te Puhi Kai-ti Community Health Centre"" ""75 Huxley Road, Outer Kaiti, Gisborne 4020""; ""(06) 867 8550"" ""Te Puhi Kai-ti Community Health Centre""; site:healthpoint.co.nz ""Te Puhi Kai-ti Community Health Centre"" ""Gisborne""; site:health.govt.nz ""Te Puhi Kai-ti Community Health Centre"" ""Gisborne""; ""Te Puhi Kai-ti Community Health Centre"" ""Gisborne"" ""medical centre"" NZ"
"gp-corroborate:gp-uawa-community-health-centre-38-3699-178-2957","gp-uawa-community-health-centre-38-3699-178-2957","Uawa Community Health Centre","medium","Tairawhiti","Gisborne","40 Banks Street, Tolaga Bay, Gisborne 4046","(06) 862 6650","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Uawa Community Health Centre"" ""Gisborne"" GP NZ; ""Uawa Community Health Centre"" ""40 Banks Street, Tolaga Bay, Gisborne 4046""; ""(06) 862 6650"" ""Uawa Community Health Centre""; site:healthpoint.co.nz ""Uawa Community Health Centre"" ""Gisborne""; site:health.govt.nz ""Uawa Community Health Centre"" ""Gisborne""; ""Uawa Community Health Centre"" ""Gisborne"" ""medical centre"" NZ"
"gp-corroborate:gp-eltham-health-centre-39-4313-174-2997","gp-eltham-health-centre-39-4313-174-2997","Eltham Health Centre","medium","Taranaki","Eltham","132 High Street, Eltham, Taranaki 4322","(06) 764 8702","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Eltham Health Centre"" ""Eltham"" GP NZ; ""Eltham Health Centre"" ""132 High Street, Eltham, Taranaki 4322""; ""(06) 764 8702"" ""Eltham Health Centre""; site:healthpoint.co.nz ""Eltham Health Centre"" ""Eltham""; site:health.govt.nz ""Eltham Health Centre"" ""Eltham""; ""Eltham Health Centre"" ""Eltham"" ""medical centre"" NZ"
"gp-corroborate:gp-full-circle-medical-39-1561-174-2042","gp-full-circle-medical-39-1561-174-2042","Full Circle Medical","medium","Taranaki","Inglewood","12 Brown Street, Inglewood, Taranaki 4330","(06) 756 7227","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Full Circle Medical"" ""Inglewood"" GP NZ; ""Full Circle Medical"" ""12 Brown Street, Inglewood, Taranaki 4330""; ""(06) 756 7227"" ""Full Circle Medical""; site:healthpoint.co.nz ""Full Circle Medical"" ""Inglewood""; site:health.govt.nz ""Full Circle Medical"" ""Inglewood""; ""Full Circle Medical"" ""Inglewood"" ""medical centre"" NZ"
"gp-corroborate:gp-the-nest-health-centre-39-1561-174-2042","gp-the-nest-health-centre-39-1561-174-2042","The Nest Health Centre","medium","Taranaki","Inglewood","12 Brown Street, Inglewood, Taranaki 4330","(06) 756 7667","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""The Nest Health Centre"" ""Inglewood"" GP NZ; ""The Nest Health Centre"" ""12 Brown Street, Inglewood, Taranaki 4330""; ""(06) 756 7667"" ""The Nest Health Centre""; site:healthpoint.co.nz ""The Nest Health Centre"" ""Inglewood""; site:health.govt.nz ""The Nest Health Centre"" ""Inglewood""; ""The Nest Health Centre"" ""Inglewood"" ""medical centre"" NZ"
"gp-corroborate:gp-bellomo-family-health-39-0500-174-0947","gp-bellomo-family-health-39-0500-174-0947","Bellomo Family Health","medium","Taranaki","New Plymouth","16/17 Nobs Line, Strandon, New Plymouth, Taranaki 4312","(06) 757 2222","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Bellomo Family Health"" ""New Plymouth"" GP NZ; ""Bellomo Family Health"" ""16/17 Nobs Line, Strandon, New Plymouth, Taranaki 4312""; ""(06) 757 2222"" ""Bellomo Family Health""; site:healthpoint.co.nz ""Bellomo Family Health"" ""New Plymouth""; site:health.govt.nz ""Bellomo Family Health"" ""New Plymouth""; ""Bellomo Family Health"" ""New Plymouth"" ""medical centre"" NZ"
"gp-corroborate:gp-city-west-medical-centre-39-0625-174-0657","gp-city-west-medical-centre-39-0625-174-0657","City West Medical Centre","medium","Taranaki","New Plymouth","125 Vivian Street, New Plymouth, Taranaki 4310","(06) 758 0863","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""City West Medical Centre"" ""New Plymouth"" GP NZ; ""City West Medical Centre"" ""125 Vivian Street, New Plymouth, Taranaki 4310""; ""(06) 758 0863"" ""City West Medical Centre""; site:healthpoint.co.nz ""City West Medical Centre"" ""New Plymouth""; site:health.govt.nz ""City West Medical Centre"" ""New Plymouth""; ""City West Medical Centre"" ""New Plymouth"" ""medical centre"" NZ"
"gp-corroborate:gp-eastside-medical-centre-39-0511-174-0976","gp-eastside-medical-centre-39-0511-174-0976","Eastside Medical Centre","medium","Taranaki","New Plymouth","488 Devon Street East, Strandon, New Plymouth, Taranaki 4312","(06) 757 3111","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Eastside Medical Centre"" ""New Plymouth"" GP NZ; ""Eastside Medical Centre"" ""488 Devon Street East, Strandon, New Plymouth, Taranaki 4312""; ""(06) 757 3111"" ""Eastside Medical Centre""; site:healthpoint.co.nz ""Eastside Medical Centre"" ""New Plymouth""; site:health.govt.nz ""Eastside Medical Centre"" ""New Plymouth""; ""Eastside Medical Centre"" ""New Plymouth"" ""medical centre"" NZ"
"gp-corroborate:gp-tukapa-medical-centre-39-0712-174-0620","gp-tukapa-medical-centre-39-0712-174-0620","Tukapa Medical Centre","medium","Taranaki","New Plymouth","52 Tukapa Street, Westown, New Plymouth, Taranaki 4310","(06) 753 3070","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Tukapa Medical Centre"" ""New Plymouth"" GP NZ; ""Tukapa Medical Centre"" ""52 Tukapa Street, Westown, New Plymouth, Taranaki 4310""; ""(06) 753 3070"" ""Tukapa Medical Centre""; site:healthpoint.co.nz ""Tukapa Medical Centre"" ""New Plymouth""; site:health.govt.nz ""Tukapa Medical Centre"" ""New Plymouth""; ""Tukapa Medical Centre"" ""New Plymouth"" ""medical centre"" NZ"
"gp-corroborate:gp-regan-street-health-centre-39-3383-174-2833","gp-regan-street-health-centre-39-3383-174-2833","Regan Street Health Centre","medium","Taranaki","Stratford","89 Regan Street, Stratford, Taranaki 4332","(06) 765 6676","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Regan Street Health Centre"" ""Stratford"" GP NZ; ""Regan Street Health Centre"" ""89 Regan Street, Stratford, Taranaki 4332""; ""(06) 765 6676"" ""Regan Street Health Centre""; site:healthpoint.co.nz ""Regan Street Health Centre"" ""Stratford""; site:health.govt.nz ""Regan Street Health Centre"" ""Stratford""; ""Regan Street Health Centre"" ""Stratford"" ""medical centre"" NZ"
"gp-corroborate:gp-dr-k-pillay-ltd-37-8833-175-4638","gp-dr-k-pillay-ltd-37-8833-175-4638","Dr K Pillay LTD","medium","Waikato","Cambridge","189 Victoria Street, Cambridge, Waikato 3434","(07) 827 9933","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Dr K Pillay LTD"" ""Cambridge"" GP NZ; ""Dr K Pillay LTD"" ""189 Victoria Street, Cambridge, Waikato 3434""; ""(07) 827 9933"" ""Dr K Pillay LTD""; site:healthpoint.co.nz ""Dr K Pillay LTD"" ""Cambridge""; site:health.govt.nz ""Dr K Pillay LTD"" ""Cambridge""; ""Dr K Pillay LTD"" ""Cambridge"" ""medical centre"" NZ"
"gp-corroborate:gp-dr-n-p-e-schofield-37-9057-175-4759","gp-dr-n-p-e-schofield-37-9057-175-4759","Dr N.P.E Schofield","medium","Waikato","Cambridge","118 Shakespeare Street, Leamington, Cambridge, Waikato 3432","(07) 827 6655","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Dr N.P.E Schofield"" ""Cambridge"" GP NZ; ""Dr N.P.E Schofield"" ""118 Shakespeare Street, Leamington, Cambridge, Waikato 3432""; ""(07) 827 6655"" ""Dr N.P.E Schofield""; site:healthpoint.co.nz ""Dr N.P.E Schofield"" ""Cambridge""; site:health.govt.nz ""Dr N.P.E Schofield"" ""Cambridge""; ""Dr N.P.E Schofield"" ""Cambridge"" ""medical centre"" NZ"
"gp-corroborate:gp-duke-st-health-medical-centre-37-8950-175-4715","gp-duke-st-health-medical-centre-37-8950-175-4715","Duke St Health & Medical Centre","medium","Waikato","Cambridge","71-73 Duke Street, Cambridge, Waikato 3434","(07) 823 0281","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Duke St Health & Medical Centre"" ""Cambridge"" GP NZ; ""Duke St Health & Medical Centre"" ""71-73 Duke Street, Cambridge, Waikato 3434""; ""(07) 823 0281"" ""Duke St Health & Medical Centre""; site:healthpoint.co.nz ""Duke St Health & Medical Centre"" ""Cambridge""; site:health.govt.nz ""Duke St Health & Medical Centre"" ""Cambridge""; ""Duke St Health & Medical Centre"" ""Cambridge"" ""medical centre"" NZ"
"gp-corroborate:gp-clarence-medical-centre-37-8030-175-2813","gp-clarence-medical-centre-37-8030-175-2813","Clarence Medical Centre","medium","Waikato","Hamilton","129 Pembroke Street, Hamilton Lake, Hamilton","(07) 838 3145","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Clarence Medical Centre"" ""Hamilton"" GP NZ; ""Clarence Medical Centre"" ""129 Pembroke Street, Hamilton Lake, Hamilton""; ""(07) 838 3145"" ""Clarence Medical Centre""; site:healthpoint.co.nz ""Clarence Medical Centre"" ""Hamilton""; site:health.govt.nz ""Clarence Medical Centre"" ""Hamilton""; ""Clarence Medical Centre"" ""Hamilton"" ""medical centre"" NZ"
"gp-corroborate:gp-kuripuni-medical-centre-40-9584-175-6494","gp-kuripuni-medical-centre-40-9584-175-6494","Kuripuni Medical Centre","medium","Wairarapa","Masterton","2B Crayne Street, Kuripuni, Masterton","(06) 377 4093","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Kuripuni Medical Centre"" ""Masterton"" GP NZ; ""Kuripuni Medical Centre"" ""2B Crayne Street, Kuripuni, Masterton""; ""(06) 377 4093"" ""Kuripuni Medical Centre""; site:healthpoint.co.nz ""Kuripuni Medical Centre"" ""Masterton""; site:health.govt.nz ""Kuripuni Medical Centre"" ""Masterton""; ""Kuripuni Medical Centre"" ""Masterton"" ""medical centre"" NZ"
"gp-corroborate:gp-kelburn-gps-41-2876-174-7656","gp-kelburn-gps-41-2876-174-7656","Kelburn GPs","medium","Wellington","Kelburn","42 Upland Road, Kelburn, Wellington 6012","(04) 475 9801","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Kelburn GPs"" ""Kelburn"" GP NZ; ""Kelburn GPs"" ""42 Upland Road, Kelburn, Wellington 6012""; ""(04) 475 9801"" ""Kelburn GPs""; site:healthpoint.co.nz ""Kelburn GPs"" ""Kelburn""; site:health.govt.nz ""Kelburn GPs"" ""Kelburn""; ""Kelburn GPs"" ""Kelburn"" ""medical centre"" NZ"
"gp-corroborate:gp-avalon-medical-centre-41-1977-174-9379","gp-avalon-medical-centre-41-1977-174-9379","Avalon Medical Centre","medium","Wellington","Lower Hutt","840 High Street, Epuni, Lower Hutt, Wellington 5011","(04) 567 7359","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Avalon Medical Centre"" ""Lower Hutt"" GP NZ; ""Avalon Medical Centre"" ""840 High Street, Epuni, Lower Hutt, Wellington 5011""; ""(04) 567 7359"" ""Avalon Medical Centre""; site:healthpoint.co.nz ""Avalon Medical Centre"" ""Lower Hutt""; site:health.govt.nz ""Avalon Medical Centre"" ""Lower Hutt""; ""Avalon Medical Centre"" ""Lower Hutt"" ""medical centre"" NZ"
"gp-corroborate:gp-t-tahi-bay-surgery-ltd-41-1089-174-8400","gp-t-tahi-bay-surgery-ltd-41-1089-174-8400","Tītahi Bay Surgery Ltd","medium","Wellington","Porirua","76 Main Road, Tītahi Bay, Porirua 5022","(04) 236 8200","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Tītahi Bay Surgery Ltd"" ""Porirua"" GP NZ; ""Tītahi Bay Surgery Ltd"" ""76 Main Road, Tītahi Bay, Porirua 5022""; ""(04) 236 8200"" ""Tītahi Bay Surgery Ltd""; site:healthpoint.co.nz ""Tītahi Bay Surgery Ltd"" ""Porirua""; site:health.govt.nz ""Tītahi Bay Surgery Ltd"" ""Porirua""; ""Tītahi Bay Surgery Ltd"" ""Porirua"" ""medical centre"" NZ"
"gp-corroborate:gp-wood-medical-services-42-4442-171-1960","gp-wood-medical-services-42-4442-171-1960","Wood Medical Services","medium","West Coast","Greymouth","Packers Quay, Blaketown, Greymouth, West Coast 7840","027 260 5131","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Wood Medical Services"" ""Greymouth"" GP NZ; ""Wood Medical Services"" ""Packers Quay, Blaketown, Greymouth, West Coast 7840""; ""027 260 5131"" ""Wood Medical Services""; site:healthpoint.co.nz ""Wood Medical Services"" ""Greymouth""; site:health.govt.nz ""Wood Medical Services"" ""Greymouth""; ""Wood Medical Services"" ""Greymouth"" ""medical centre"" NZ"
